ANO;GEO_COD;GEO_COD_DSG;NIVEL;NIVEL_DSG;N_EDIFICIOS_CLASSICOS;N_EDIFICIOS_CLASSICOS_1OU2;N_EDIFICIOS_CLASSICOS_ISOLADOS ;N_EDIFICIOS_CLASSICOS_GEMIN;N_EDIFICIOS_CLASSICOS_EMBANDA;N_EDIFICIOS_CLASSICOS_3OUMAIS;N_EDIFICIOS_CLASSICOS_OUTROS;N_EDIFICIOS_EXCLUSIV_RESID;N_EDIFICIOS_PRINCIPAL_RESID;N_EDIFICIOS_PRINCIP_NAO_RESID;N_EDIFICIOS_1OU2_PISOS;N_EDIFICIOS_3OU4_PISOS;.N_EDIFICIOS_5OU_MAIS_PISOS;N_EDIFICIOS_CONSTR_ANTES_1919;N_EDIFICIOS_CONSTR_1919A1945;N_EDIFICIOS_CONSTR_1946A1960;N_EDIFICIOS_CONSTR_1961A1970;N_EDIFICIOS_CONSTR_1971A1980;N_EDIFICIOS_CONSTR_1981A1990;N_EDIFICIOS_CONSTR_1991A1995;N_EDIFICIOS_CONSTR_1996A2000;N_EDIFICIOS_CONSTR_2001A2005;N_EDIFICIOS_CONSTR_2006A2011;N_EDIFICIOS_ESTRUT_BETAO;N_EDIFICIOS_ESTRUT_COM_PLACA;N_EDIFICIOS_ESTRUT_SEM_PLACA;N_EDIFICIOS_ESTRUT_ADOBE_PEDRA;N_EDIFICIOS_ESTRUT_OUTRA;N_ALOJAMENTOS;N_ALOJAMENTOS_FAMILIARES;N_ALOJAMENTOS_FAM_CLASSICOS;N_ALOJAMENTOS_FAM_N_CLASSICOS;N_ALOJAMENTOS_COLECTIVOS;N_CLASSICOS_RES_HABITUAL;N_ALOJAMENTOS_RES_HABITUAL;N_ALOJAMENTOS_VAGOS;N_RES_HABITUAL_COM_AGUA;N_RES_HABITUAL_COM_RETRETE;N_RES_HABITUAL_COM_ESGOTOS;N_RES_HABITUAL_COM_BANHO;N_RES_HABITUAL_AREA_50;N_RES_HABITUAL_AREA_50_100;N_RES_HABITUAL_AREA_100_200;N_RES_HABITUAL_AREA_200;N_RES_HABITUAL_1_2_DIV;N_RES_HABITUAL_3_4_DIV;N_RES_HABITUAL_ESTAC_1;N_RES_HABITUAL_ESTAC_2;N_RES_HABITUAL_ESTAC_3;N_RES_HABITUAL_PROP_OCUP;N_RES_HABITUAL_ARREND;N_FAMILIAS_CLASSICAS;N_FAMILIAS_INSTITUCIONAIS;N_FAMILIAS_CLASSICAS_1OU2_PESS;N_FAMILIAS_CLASSICAS_3OU4_PESS;N_FAMILIAS_CLASSICAS_NPES65;N_FAMILIAS_CLASSICAS_NPES14;N_FAMILIAS_CLASSIC_SEM_DESEMP;N_FAMILIAS_CLASSIC_1DESEMPREG;N_FAMILIAS_CLASS_2MAIS_DESEMP;N_NUCLEOS_FAMILIARES;N_NUCLEOS_1FILH_NAO_CASADO;N_NUCLEOS_2FILH_NAO_CASADO;N_NUCLEOS_FILH_INF_6ANOS;N_NUCLEOS_FILH_INF_15ANOS;N_NUCLEOS_FILH_MAIS_15ANOS;N_INDIVIDUOS_PRESENT;N_INDIVIDUOS_PRESENT_H;N_INDIVIDUOS_PRESENT_M;N_INDIVIDUOS_RESIDENT;N_INDIVIDUOS_RESIDENT_H;N_INDIVIDUOS_RESIDENT_M;N_INDIVIDUOS_RESIDENT_0A4;N_INDIVIDUOS_RESIDENT_5A9;N_INDIVIDUOS_RESIDENT_10A13;N_INDIVIDUOS_RESIDENT_14A19;N_INDIVIDUOS_RESIDENT_15A19;N_INDIVIDUOS_RESIDENT_20A24;N_INDIVIDUOS_RESIDENT_20A64;N_INDIVIDUOS_RESIDENT_25A64;N_INDIVIDUOS_RESIDENT_65;N_INDIVIDUOS_RESIDENT_H_0A4;N_INDIVIDUOS_RESIDENT_H_5A9;N_INDIVIDUOS_RESIDENT_H_10A13;N_INDIVIDUOS_RESIDENT_H_14A19;N_INDIVIDUOS_RESIDENT_H_15A19;N_INDIVIDUOS_RESIDENT_H_20A24;N_INDIVIDUOS_RESIDENT_H_20A64;N_INDIVIDUOS_RESIDENT_H_25A64;N_INDIVIDUOS_RESIDENT_H_65;N_INDIVIDUOS_RESIDENT_M_0A4;N_INDIVIDUOS_RESIDENT_M_5A9;N_INDIVIDUOS_RESIDENT_M_10A13;N_INDIVIDUOS_RESIDENT_M_14A19;N_INDIVIDUOS_RESIDENT_M_15A19;N_INDIVIDUOS_RESIDENT_M_20A24;N_INDIVIDUOS_RESIDENT_M_20A64;N_INDIVIDUOS_RESIDENT_M_25A64;N_INDIVIDUOS_RESIDENT_M_65;N_INDIV_RESIDENT_N_LER_ESCRV;N_IND_RESIDENT_FENSINO_1BAS;N_IND_RESIDENT_FENSINO_2BAS;N_IND_RESIDENT_FENSINO_3BAS;N_IND_RESIDENT_FENSINO_SEC;N_IND_RESIDENT_FENSINO_POSSEC;N_IND_RESIDENT_FENSINO_SUP;N_IND_RESIDENT_ENSINCOMP_1BAS;N_IND_RESIDENT_ENSINCOMP_2BAS;N_IND_RESIDENT_ENSINCOMP_3BAS;N_IND_RESIDENT_ENSINCOMP_SEC;N_IND_RESIDENT_ENSINCOMP_POSEC;N_IND_RESIDENT_ENSINCOMP_SUP;N_IND_RESID_DESEMP_PROC_1EMPRG;N_IND_RESID_DESEMP_PROC_EMPRG;N_IND_RESID_EMPREGADOS;N_IND_RESID_PENS_REFORM;N_IND_RESID_SEM_ACT_ECON;N_IND_RESID_EMPREG_SECT_PRIM;N_IND_RESID_EMPREG_SECT_SEQ;N_IND_RESID_EMPREG_SECT_TERC;N_IND_RESID_ESTUD_MUN_RESID;N_IND_RESID_TRAB_MUN_RESID;
2011;'17061900110; ;8;Subsecção;4;4;4;0;0;0;0;4;0;0;4;0;0;0;0;0;0;0;3;0;0;0;1;1;0;0;3;0;4;4;4;0;0;2;2;0;2;2;2;2;0;0;1;1;0;0;2;0;0;2;0;2;0;1;1;1;1;2;0;0;2;0;1;1;1;0;4;2;2;6;3;3;0;2;0;0;0;0;2;2;2;0;1;0;0;0;0;1;1;1;0;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;2;3;0;0;1;2;1;
2011;'17061900111; ;8;Subsecção;5;5;3;1;1;0;0;1;4;0;4;1;0;0;0;0;1;2;1;0;1;0;0;3;0;0;2;0;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900112; ;8;Subsecção;7;7;3;3;1;0;0;5;2;0;7;0;0;2;1;0;2;1;0;1;0;0;0;0;1;0;6;0;7;7;7;0;0;2;2;1;1;1;1;1;0;1;1;0;0;2;0;0;0;1;0;2;0;2;0;1;0;2;0;0;1;0;0;0;0;0;3;2;1;3;2;1;0;0;0;0;0;1;2;1;1;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;2;2;0;1;0;0;1;
2011;'17061900113; ;8;Subsecção;5;5;2;3;0;0;0;1;4;0;5;0;0;0;0;1;0;2;0;2;0;0;0;1;1;0;2;1;5;5;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900114; ;8;Subsecção;4;3;3;0;0;0;1;4;0;0;4;0;0;0;0;0;0;1;0;3;0;0;0;0;2;0;2;0;4;3;3;0;1;2;2;0;2;2;2;2;0;0;2;0;0;0;0;1;0;2;0;2;0;0;2;0;1;2;0;0;2;1;1;0;1;1;9;5;4;7;4;3;0;1;1;0;0;1;5;4;0;0;0;1;0;0;1;3;2;0;0;1;0;0;0;0;2;2;0;0;1;0;1;0;0;0;3;1;1;0;0;1;0;0;3;0;2;1;0;2;2;3;
2011;'17061900115; ;8;Subsecção;6;6;3;3;0;0;0;4;2;0;6;0;0;2;1;0;0;2;1;0;0;0;0;0;1;0;4;1;6;6;6;0;0;3;3;1;3;3;3;3;0;1;2;0;0;0;0;2;0;3;0;3;0;1;1;2;0;3;0;0;3;1;1;0;0;2;10;4;6;10;4;6;0;0;0;1;1;2;6;4;3;0;0;0;0;0;1;3;2;1;0;0;0;1;1;1;3;2;2;1;0;0;0;0;0;0;6;0;0;3;0;0;0;0;3;4;7;2;0;1;0;2;
2011;'17061900116; ;8;Subsecção;16;16;9;7;0;0;0;11;5;0;14;2;0;3;0;1;2;6;3;0;1;0;0;3;7;0;6;0;16;16;16;0;0;10;10;1;10;10;10;10;1;2;6;1;0;2;1;0;2;10;0;10;0;9;1;6;0;10;0;0;8;0;0;0;0;0;20;9;11;20;9;11;0;0;0;0;0;0;8;8;12;0;0;0;0;0;0;4;4;5;0;0;0;0;0;0;4;4;7;8;0;0;0;0;0;0;5;0;0;3;0;1;0;0;4;14;16;2;2;0;0;4;
2011;'17061900117; ;8;Subsecção;4;4;1;3;0;0;0;3;1;0;3;1;0;1;1;0;0;1;0;0;0;1;0;2;0;0;2;0;4;4;4;0;0;4;4;0;4;4;4;4;0;3;1;0;0;0;1;0;0;4;0;4;0;3;1;3;1;4;0;0;3;1;1;0;1;2;9;5;4;9;5;4;0;0;0;1;0;1;4;3;4;0;0;0;1;0;1;3;2;1;0;0;0;0;0;0;1;1;3;1;0;0;1;0;0;0;2;2;2;0;0;1;0;0;3;4;5;2;0;1;1;3;
2011;'17061900118; ;8;Subsecção;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;1;
2011;'17061900119; ;8;Subsecção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900120; ;8;Subsecção;3;3;1;2;0;0;0;1;2;0;3;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;3;0;3;3;3;0;0;2;2;1;2;2;2;2;0;0;2;0;0;0;0;0;1;2;0;2;0;1;1;2;0;2;0;0;2;0;0;0;0;0;5;2;3;5;2;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;5;5;0;0;0;0;0;
2011;'17061900121; ;8;Subsecção;8;8;7;1;0;0;0;7;1;0;8;0;0;1;0;0;0;5;1;0;1;0;0;1;0;0;7;0;8;8;8;0;0;2;2;0;2;2;2;2;0;0;1;1;0;0;1;0;0;2;0;2;0;2;0;2;0;2;0;0;1;0;0;0;0;0;3;1;2;3;1;2;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;2;1;0;0;0;1;
2011;'17061900122; ;8;Subsecção;7;7;6;1;0;0;0;6;1;0;7;0;0;2;1;0;0;0;0;0;3;1;0;0;0;0;7;0;7;7;7;0;0;3;3;0;3;3;3;3;0;0;3;0;0;1;1;0;0;3;0;3;0;2;1;2;0;3;0;0;1;0;1;0;0;1;6;4;2;5;3;2;0;0;0;0;0;0;3;3;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;2;1;0;0;0;0;0;0;4;1;1;2;0;2;0;3;
2011;'17061900123; ;8;Subsecção;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900124; ;8;Subsecção;2;2;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900125; ;8;Subsecção;4;4;3;1;0;0;0;1;3;0;3;1;0;3;0;1;0;0;0;0;0;0;0;0;1;1;2;0;5;5;5;0;0;5;5;0;5;5;5;5;0;0;3;2;0;1;0;0;2;4;0;5;0;1;4;3;0;5;0;0;5;1;3;0;0;4;16;9;7;16;9;7;0;0;0;4;4;0;7;7;5;0;0;0;3;3;0;4;4;2;0;0;0;1;1;0;3;3;3;1;0;0;0;2;0;2;4;1;3;4;0;0;0;0;5;5;11;2;0;3;1;5;
2011;'17061900126; ;8;Subsecção;2;2;2;0;0;0;0;2;0;0;2;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;2;0;2;2;2;0;0;2;2;0;0;0;0;0;2;0;0;0;0;2;0;0;0;2;0;2;0;2;0;0;0;1;1;0;1;0;0;0;0;0;3;1;2;3;1;2;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1;0;0;1;0;1;
2011;'17061900127; ;8;Subsecção;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17061900128; ;8;Subsecção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000101; ;8;Subsecção;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;
2011;'17062000102; ;8;Subsecção;14;14;5;0;9;0;0;10;4;0;14;0;0;0;0;1;3;5;2;2;0;0;1;0;13;1;0;0;14;14;14;0;0;3;3;0;3;3;3;3;2;1;0;0;0;2;0;0;0;3;0;3;0;2;1;3;0;3;0;0;2;1;0;0;0;1;5;1;4;6;1;5;0;0;0;0;0;0;2;2;4;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;3;2;0;0;0;0;0;0;3;0;1;0;0;0;0;0;1;4;5;1;0;0;0;1;
2011;'17062000103; ;8;Subsecção;2;2;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;1;0;0;0;0;2;0;0;0;2;2;2;0;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;
2011;'17062000104; ;8;Subsecção;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000105; ;8;Subsecção;7;7;6;0;1;0;0;4;3;0;7;0;0;0;0;0;2;2;1;2;0;0;0;0;5;2;0;0;7;7;7;0;0;3;3;3;3;3;3;3;0;2;1;0;0;1;0;0;0;3;0;3;0;2;1;2;1;3;0;0;3;1;0;1;1;0;6;2;4;7;3;4;1;0;0;0;0;0;3;3;3;0;0;0;0;0;0;2;2;1;1;0;0;0;0;0;1;1;2;2;0;0;0;0;0;0;2;0;1;1;0;0;0;0;2;3;4;1;1;0;0;2;
2011;'17062000106; ;8;Subsecção;4;4;4;0;0;0;0;2;2;0;4;0;0;0;0;0;1;1;2;0;0;0;0;0;4;0;0;0;4;4;4;0;0;2;2;0;2;2;2;2;0;1;1;0;0;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;1;0;0;0;0;0;3;1;2;3;1;2;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;
2011;'17062000107; ;8;Subsecção;13;13;3;0;10;0;0;3;10;0;13;0;0;1;0;1;6;0;5;0;0;0;0;0;10;3;0;0;13;13;13;0;0;4;4;1;3;3;3;3;1;2;0;1;1;1;0;0;1;4;0;4;0;1;3;2;1;4;0;0;3;1;1;0;1;2;7;3;4;11;5;6;0;0;1;1;1;0;6;6;3;0;0;0;0;0;0;4;4;1;0;0;1;1;1;0;2;2;2;2;0;1;1;0;0;0;8;1;0;0;0;0;0;0;3;3;7;1;0;2;2;3;
2011;'17062000108; ;8;Subsecção;3;3;1;0;2;0;0;3;0;0;3;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;3;3;3;0;0;2;2;0;2;1;2;1;1;1;0;0;1;1;0;0;0;1;0;2;0;2;0;2;0;2;0;0;1;1;0;0;0;1;3;2;1;3;2;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;2;2;1;0;0;0;1;
2011;'17062000109; ;8;Subsecção;8;8;8;0;0;0;0;6;1;1;7;1;0;0;0;0;0;1;4;1;2;0;0;0;8;0;0;0;8;8;8;0;0;2;2;0;2;2;2;2;0;0;1;1;0;0;0;1;1;2;0;2;0;1;1;1;0;2;0;0;2;1;0;0;0;1;2;0;2;5;2;3;0;0;0;0;0;0;4;4;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;4;0;0;1;0;0;0;0;2;1;3;1;0;1;0;2;
2011;'17062000110; ;8;Subsecção;2;2;0;0;2;0;0;2;0;0;2;0;0;1;0;1;0;0;0;0;0;0;0;0;0;2;0;0;2;2;2;0;0;2;2;0;2;0;2;0;2;0;0;0;2;0;0;0;0;2;0;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;
2011;'17062000111; ;8;Subsecção;1;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;1;0;1;1;1;1;0;1;0;0;0;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;2;2;0;1;1;1;5;1;4;6;1;5;1;0;0;0;0;0;3;3;2;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;2;2;2;3;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;2;4;1;0;0;0;1;
2011;'17062000112; ;8;Subsecção;3;3;0;0;3;0;0;2;1;0;3;0;0;1;1;1;0;0;0;0;0;0;0;0;2;1;0;0;3;3;3;0;0;2;2;0;2;2;2;1;1;1;0;0;1;1;0;0;0;2;0;2;0;1;1;1;0;2;0;0;1;1;0;0;0;1;4;2;2;4;2;2;0;0;0;0;0;0;2;2;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;3;4;0;0;0;0;0;
2011;'17062000113; ;8;Subsecção;3;3;3;0;0;0;0;1;2;0;3;0;0;0;0;0;0;1;0;1;1;0;0;0;3;0;0;0;3;3;3;0;0;1;1;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;1;2;1;1;3;1;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;1;3;0;0;0;0;0;
2011;'17062000114; ;8;Subsecção;13;13;4;1;8;0;0;12;1;0;13;0;0;0;1;2;0;6;4;0;0;0;0;0;11;2;0;0;13;13;13;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000115; ;8;Subsecção;7;7;7;0;0;0;0;7;0;0;7;0;0;2;3;2;0;0;0;0;0;0;0;0;5;2;0;0;7;7;7;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000116; ;8;Subsecção;2;2;2;0;0;0;0;2;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;0;2;0;0;0;2;2;2;0;0;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;1;0;0;1;1;0;0;0;1;3;2;1;3;2;1;0;0;0;0;0;0;1;1;2;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;3;0;0;0;0;0;
2011;'17062000117; ;8;Subsecção;10;10;3;0;7;0;0;5;5;0;10;0;0;0;0;1;2;0;7;0;0;0;0;0;10;0;0;0;10;10;10;0;0;1;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;1;0;1;0;5;1;4;5;1;4;0;0;1;1;0;0;2;2;1;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;2;0;0;0;3;2;0;0;0;0;0;0;1;1;2;1;0;0;2;1;
2011;'17062000118; ;8;Subsecção;7;7;2;0;5;0;0;4;3;0;7;0;0;0;0;0;0;2;4;1;0;0;0;0;7;0;0;0;7;7;7;0;0;2;2;1;2;2;2;2;0;2;0;0;0;1;0;0;0;2;0;2;0;1;1;1;0;1;1;0;2;0;1;0;0;1;5;2;3;6;3;3;0;0;0;0;0;1;4;3;2;0;0;0;0;0;0;2;2;1;0;0;0;0;0;1;2;1;1;1;0;0;0;0;0;1;3;0;1;1;0;0;1;0;1;2;4;1;0;0;0;1;
2011;'17062000119; ;8;Subsecção;5;5;0;1;4;0;0;4;1;0;5;0;0;0;2;0;2;1;0;0;0;0;0;0;5;0;0;0;5;5;5;0;0;1;1;1;1;1;1;1;0;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;3;1;2;4;2;2;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;2;0;0;0;0;2;0;0;3;0;1;1;0;2;0;2;
2011;'17062000120; ;8;Subsecção;2;2;1;0;1;0;0;2;0;0;2;0;0;0;0;0;0;1;1;0;0;0;0;0;2;0;0;0;2;2;2;0;0;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;0;0;0;0;0;2;1;1;2;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;
2011;'17062000121; ;8;Subsecção;3;3;3;0;0;0;0;3;0;0;3;0;0;0;0;0;0;1;2;0;0;0;0;0;2;1;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000122; ;8;Subsecção;2;2;2;0;0;0;0;2;0;0;2;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
2011;'17062000123; ;8;Subsecção;3;3;1;0;2;0;0;2;1;0;3;0;0;0;1;0;1;1;0;0;0;0;0;0;3;0;0;0;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
